"","seqnames","start","end","width","strand"
"6016","NW_016094462.1",337669,337669,1,"+"
"6017","NW_016094357.1",27890,27890,1,"+"
"6018","NW_016094243.1",473956,473956,1,"-"
"6019","NW_016094240.1",9353226,9353226,1,"+"
"6020","NW_016094561.1",260907,260907,1,"+"
"6021","NW_016094259.1",2539406,2539406,1,"-"
"6022","NW_016094639.1",144316,144316,1,"+"
"6023","NW_016094331.1",1035348,1035348,1,"-"
"6024","NW_016094656.1",137947,137947,1,"-"
"6025","NW_016094250.1",5372881,5372881,1,"+"
"6026","NW_016094241.1",6534712,6534712,1,"+"
"6027","NW_016095863.1",14317,14317,1,"-"
"6028","NW_016094460.1",377086,377086,1,"+"
"6029","NW_016094243.1",4370184,4370184,1,"-"
"6030","NW_016094253.1",1688067,1688067,1,"-"
"6031","NW_016095006.1",6231,6231,1,"-"
"6032","NW_016094854.1",51806,51806,1,"-"
"6033","NW_016094266.1",471775,471775,1,"-"
"6034","NW_016094533.1",282980,282980,1,"-"
"6035","NW_016094347.1",1315034,1315034,1,"+"
"6036","NW_016094588.1",219961,219961,1,"-"
"6037","NW_016094352.1",1117633,1117633,1,"+"
"6038","NW_016094268.1",781589,781589,1,"-"
"6039","NW_016094296.1",1785835,1785835,1,"+"
"6040","NW_016094370.1",632643,632643,1,"-"
"6041","NW_016095229.1",31231,31231,1,"+"
"6042","NW_016094316.1",1109637,1109637,1,"+"
"6043","NW_016094241.1",4725200,4725200,1,"+"
"6044","NW_016094286.1",187378,187378,1,"-"
"6045","NW_016095667.1",8401,8401,1,"-"
"6046","NW_016094269.1",825032,825032,1,"+"
"6047","NW_016094305.1",48629,48629,1,"-"
"6048","NW_016096117.1",868,868,1,"-"
"6049","NW_016095243.1",32776,32776,1,"-"
"6050","NW_016094251.1",1731516,1731516,1,"+"
"6051","NW_016095021.1",35440,35440,1,"-"
"6052","NW_016094437.1",710587,710587,1,"+"
"6053","NW_016094383.1",579535,579535,1,"-"
"6054","NW_016094245.1",3733301,3733301,1,"-"
"6055","NW_016094522.1",71768,71768,1,"+"
"6056","NW_016095366.1",13749,13749,1,"+"
"6057","NW_016097195.1",5396,5396,1,"-"
"6058","NW_016094365.1",364780,364780,1,"+"
"6059","NW_016094252.1",1095595,1095595,1,"-"
"6060","NW_016094811.1",14667,14667,1,"+"
"6061","NW_016094242.1",2190776,2190776,1,"+"
"6062","NW_016094282.1",3161872,3161872,1,"+"
"6063","NW_016094262.1",3707456,3707456,1,"+"
"6064","NW_016094393.1",471597,471597,1,"+"
"6065","NW_016094472.1",368,368,1,"+"
"6066","NW_016094302.1",2521095,2521095,1,"-"
"6067","NW_016094257.1",434231,434231,1,"+"
"6068","NW_016096040.1",11596,11596,1,"-"
"6069","NW_016094240.1",2603691,2603691,1,"-"
"6070","NW_016094262.1",2809457,2809457,1,"-"
"6071","NW_016094329.1",1042298,1042298,1,"-"
"6072","NW_016094307.1",1892881,1892881,1,"-"
"6073","NW_016094247.1",6733673,6733673,1,"+"
"6074","NW_016094327.1",907432,907432,1,"-"
"6075","NW_016094469.1",434821,434821,1,"-"
"6076","NW_016094397.1",567176,567176,1,"-"
"6077","NW_016094454.1",180191,180191,1,"+"
"6078","NW_016094253.1",2564059,2564059,1,"+"
"6079","NW_016094502.1",99357,99357,1,"+"
"6080","NW_016094241.1",4445881,4445881,1,"-"
"6081","NW_016094465.1",412677,412677,1,"-"
"6082","NW_016094311.1",412927,412927,1,"-"
"6083","NW_016094779.1",115861,115861,1,"-"
"6084","NW_016094344.1",918926,918926,1,"+"
"6085","NW_016094277.1",953856,953856,1,"-"
"6086","NW_016095908.1",5414,5414,1,"+"
"6087","NW_016094693.1",186160,186160,1,"+"
"6088","NW_016094279.1",946711,946711,1,"+"
"6089","NW_016096838.1",7063,7063,1,"+"
"6090","NW_016094645.1",178401,178401,1,"+"
"6091","NW_016095087.1",57395,57395,1,"-"
"6092","NW_016094301.1",868500,868500,1,"-"
"6093","NW_016095158.1",1934,1934,1,"+"
"6094","NW_016094298.1",2625369,2625369,1,"+"
"6095","NW_016094291.1",85374,85374,1,"-"
"6096","NW_016094312.1",1482847,1482847,1,"+"
"6097","NW_016094288.1",2220223,2220223,1,"+"
"6098","NW_016094290.1",140060,140060,1,"+"
"6099","NW_016094744.1",122995,122995,1,"-"
"6100","NW_016094529.1",346157,346157,1,"-"
"6101","NW_016094345.1",814149,814149,1,"-"
"6102","NW_016094301.1",65008,65008,1,"+"
"6103","NW_016094327.1",1791337,1791337,1,"+"
"6104","NW_016094244.1",289579,289579,1,"+"
"6105","NW_016094591.1",29494,29494,1,"+"
"6106","NW_016096344.1",9020,9020,1,"-"
"6107","NW_016094339.1",715660,715660,1,"-"
"6108","NW_016094603.1",21738,21738,1,"-"
"6109","NW_016094396.1",318738,318738,1,"+"
"6110","NW_016094245.1",2007241,2007241,1,"+"
"6111","NW_016094279.1",2183999,2183999,1,"+"
"6112","NW_016094484.1",86117,86117,1,"+"
"6113","NW_016094247.1",1122360,1122360,1,"+"
"6114","NW_016094363.1",888703,888703,1,"-"
"6115","NW_016096001.1",13039,13039,1,"-"
"6116","NW_016094240.1",10844699,10844699,1,"+"
"6117","NW_016094337.1",663046,663046,1,"-"
"6118","NW_016094264.1",717957,717957,1,"-"
"6119","NW_016094360.1",906619,906619,1,"+"
"6120","NW_016094356.1",771787,771787,1,"+"
"6121","NW_016094298.1",1135708,1135708,1,"+"
"6122","NW_016094531.1",419048,419048,1,"-"
"6123","NW_016094253.1",3784393,3784393,1,"-"
"6124","NW_016094294.1",1557503,1557503,1,"-"
"6125","NW_016095960.1",711,711,1,"-"
"6126","NW_016094245.1",2676647,2676647,1,"-"
"6127","NW_016094336.1",658526,658526,1,"-"
"6128","NW_016094310.1",78802,78802,1,"+"
"6129","NW_016094405.1",775642,775642,1,"+"
"6130","NW_016094533.1",163461,163461,1,"-"
"6131","NW_016094746.1",139754,139754,1,"+"
"6132","NW_016094273.1",708568,708568,1,"+"
"6133","NW_016094246.1",3877057,3877057,1,"-"
"6134","NW_016094942.1",65165,65165,1,"-"
"6135","NW_016094446.1",188348,188348,1,"-"
"6136","NW_016094277.1",296571,296571,1,"+"
"6137","NW_016094361.1",1152413,1152413,1,"-"
"6138","NW_016094285.1",556102,556102,1,"+"
"6139","NW_016094247.1",3605986,3605986,1,"+"
"6140","NW_016094542.1",410774,410774,1,"+"
"6141","NW_016094285.1",1113455,1113455,1,"+"
"6142","NW_016094325.1",697520,697520,1,"+"
"6143","NW_016094280.1",2624966,2624966,1,"-"
"6144","NW_016094307.1",1126244,1126244,1,"+"
"6145","NW_016094256.1",364188,364188,1,"+"
"6146","NW_016094364.1",317345,317345,1,"+"
"6147","NW_016094481.1",249817,249817,1,"-"
"6148","NW_016094660.1",141292,141292,1,"-"
"6149","NW_016094256.1",3390719,3390719,1,"+"
"6150","NW_016094242.1",1148556,1148556,1,"+"
"6151","NW_016094292.1",2480389,2480389,1,"+"
"6152","NW_016094296.1",553376,553376,1,"-"
"6153","NW_016095505.1",9201,9201,1,"-"
"6154","NW_016095472.1",8019,8019,1,"+"
"6155","NW_016094391.1",824988,824988,1,"+"
"6156","NW_016094255.1",2014465,2014465,1,"-"
"6157","NW_016094799.1",51609,51609,1,"-"
"6158","NW_016094250.1",5943144,5943144,1,"-"
"6159","NW_016094271.1",3669127,3669127,1,"-"
"6160","NW_016094246.1",5098265,5098265,1,"-"
"6161","NC_003290.1",3173,3173,1,"-"
"6162","NW_016094247.1",4803236,4803236,1,"+"
"6163","NW_016094305.1",48258,48258,1,"+"
"6164","NW_016094249.1",5815490,5815490,1,"+"
"6165","NW_016094252.1",3811968,3811968,1,"+"
"6166","NW_016094398.1",89939,89939,1,"+"
"6167","NW_016094338.1",936186,936186,1,"-"
"6168","NW_016094275.1",1620211,1620211,1,"-"
"6169","NW_016094439.1",388698,388698,1,"-"
"6170","NW_016094251.1",4942858,4942858,1,"+"
"6171","NW_016094320.1",2047028,2047028,1,"-"
"6172","NW_016094797.1",100880,100880,1,"-"
"6173","NW_016094305.1",1670956,1670956,1,"-"
"6174","NW_016094262.1",2218966,2218966,1,"-"
"6175","NW_016094304.1",2303012,2303012,1,"+"
"6176","NW_016094244.1",39703,39703,1,"+"
"6177","NW_016094251.1",197518,197518,1,"-"
"6178","NW_016094253.1",2626624,2626624,1,"-"
"6179","NW_016094463.1",497898,497898,1,"-"
"6180","NW_016094297.1",1731129,1731129,1,"-"
"6181","NW_016095249.1",30628,30628,1,"-"
"6182","NW_016094242.1",4897720,4897720,1,"+"
"6183","NW_016094337.1",1312438,1312438,1,"-"
"6184","NW_016094245.1",8285878,8285878,1,"-"
"6185","NW_016094275.1",2786632,2786632,1,"-"
"6186","NW_016094448.1",529157,529157,1,"-"
"6187","NW_016094456.1",264113,264113,1,"-"
"6188","NW_016094304.1",421636,421636,1,"-"
"6189","NW_016094275.1",600693,600693,1,"+"
"6190","NW_016094341.1",381624,381624,1,"-"
"6191","NW_016094584.1",299603,299603,1,"-"
"6192","NW_016094253.1",5011652,5011652,1,"+"
"6193","NW_016094282.1",612841,612841,1,"-"
"6194","NW_016094660.1",70267,70267,1,"-"
"6195","NW_016094417.1",231746,231746,1,"-"
"6196","NW_016094246.1",115068,115068,1,"-"
"6197","NW_016096198.1",69,69,1,"-"
"6198","NW_016094300.1",2482294,2482294,1,"+"
"6199","NW_016094264.1",99271,99271,1,"-"
"6200","NW_016094246.1",412434,412434,1,"+"
"6201","NW_016094372.1",1181782,1181782,1,"+"
"6202","NW_016094241.1",3341782,3341782,1,"-"
"6203","NW_016095813.1",1692,1692,1,"-"
"6204","NW_016094312.1",2296429,2296429,1,"+"
"6205","NW_016094259.1",203992,203992,1,"-"
"6206","NW_016094281.1",2977519,2977519,1,"+"
"6207","NW_016094248.1",1107589,1107589,1,"+"
"6208","NW_016094790.1",52049,52049,1,"-"
"6209","NW_016094296.1",321012,321012,1,"+"
"6210","NW_016094246.1",1585936,1585936,1,"+"
"6211","NW_016094448.1",24119,24119,1,"-"
"6212","NW_016094387.1",1000423,1000423,1,"+"
"6213","NW_016094257.1",3856823,3856823,1,"-"
"6214","NW_016094520.1",101627,101627,1,"+"
"6215","NW_016094609.1",275466,275466,1,"+"
"6216","NW_016094258.1",95501,95501,1,"-"
"6217","NW_016094269.1",3110088,3110088,1,"+"
"6218","NW_016094290.1",2316113,2316113,1,"+"
"6219","NW_016094286.1",466358,466358,1,"-"
"6220","NW_016094397.1",142958,142958,1,"-"
"6221","NW_016094354.1",844698,844698,1,"-"
"6222","NW_016095001.1",7659,7659,1,"+"
"6223","NW_016094278.1",972882,972882,1,"+"
"6224","NW_016094477.1",21908,21908,1,"+"
"6225","NW_016094241.1",9717562,9717562,1,"+"
"6226","NW_016094536.1",61802,61802,1,"+"
"6227","NW_016094279.1",2897721,2897721,1,"-"
"6228","NW_016094620.1",236722,236722,1,"-"
"6229","NW_016094359.1",1294846,1294846,1,"+"
"6230","NW_016094341.1",869516,869516,1,"-"
"6231","NW_016094300.1",924741,924741,1,"+"
"6232","NW_016095489.1",5962,5962,1,"-"
"6233","NW_016094281.1",893777,893777,1,"-"
"6234","NW_016094284.1",583523,583523,1,"-"
"6235","NW_016094241.1",7609527,7609527,1,"-"
"6236","NW_016094419.1",265607,265607,1,"+"
"6237","NW_016094266.1",3805248,3805248,1,"+"
"6238","NW_016094302.1",1979985,1979985,1,"+"
"6239","NW_016094397.1",717940,717940,1,"-"
"6240","NW_016094580.1",116021,116021,1,"-"
"6241","NW_016094254.1",4598962,4598962,1,"-"
"6242","NW_016094510.1",229162,229162,1,"+"
"6243","NW_016094267.1",1056375,1056375,1,"+"
"6244","NW_016094302.1",2183587,2183587,1,"+"
"6245","NW_016094286.1",3088222,3088222,1,"+"
"6246","NW_016097301.1",360,360,1,"+"
"6247","NW_016094384.1",1083730,1083730,1,"+"
"6248","NW_016094280.1",2612535,2612535,1,"-"
"6249","NW_016094552.1",173822,173822,1,"-"
"6250","NW_016094307.1",1275884,1275884,1,"+"
"6251","NW_016096138.1",846,846,1,"+"
"6252","NW_016094332.1",559104,559104,1,"+"
"6253","NW_016094372.1",614151,614151,1,"-"
"6254","NW_016094253.1",5251459,5251459,1,"-"
"6255","NW_016094271.1",1033465,1033465,1,"-"
"6256","NW_016094693.1",197279,197279,1,"+"
"6257","NW_016094260.1",4139025,4139025,1,"+"
"6258","NW_016094254.1",3942206,3942206,1,"-"
"6259","NW_016094294.1",90747,90747,1,"-"
"6260","NW_016094321.1",1717771,1717771,1,"-"
"6261","NW_016094578.1",228600,228600,1,"+"
"6262","NW_016094242.1",6540813,6540813,1,"+"
"6263","NW_016094311.1",56455,56455,1,"-"
"6264","NW_016094309.1",1562565,1562565,1,"+"
"6265","NW_016094298.1",2647542,2647542,1,"+"
"6266","NW_016094331.1",410319,410319,1,"-"
"6267","NW_016094392.1",842397,842397,1,"+"
"6268","NW_016094311.1",1460703,1460703,1,"+"
"6269","NW_016094470.1",157031,157031,1,"+"
"6270","NW_016094269.1",1214710,1214710,1,"-"
"6271","NW_016094427.1",740185,740185,1,"+"
"6272","NW_016094702.1",135266,135266,1,"+"
"6273","NW_016094420.1",203583,203583,1,"-"
"6274","NW_016094355.1",314240,314240,1,"+"
"6275","NW_016094396.1",1003290,1003290,1,"+"
"6276","NW_016094278.1",186693,186693,1,"-"
"6277","NW_016094248.1",4462783,4462783,1,"-"
"6278","NW_016094318.1",413140,413140,1,"-"
"6279","NW_016094316.1",621518,621518,1,"+"
"6280","NW_016094260.1",4313625,4313625,1,"+"
"6281","NW_016094240.1",4892994,4892994,1,"-"
"6282","NW_016094243.1",7225728,7225728,1,"+"
"6283","NW_016094340.1",1785739,1785739,1,"-"
"6284","NW_016094241.1",3683743,3683743,1,"+"
"6285","NW_016094262.1",2541034,2541034,1,"-"
"6286","NW_016095028.1",4286,4286,1,"-"
"6287","NW_016094525.1",430729,430729,1,"-"
"6288","NW_016094277.1",2413663,2413663,1,"+"
"6289","NW_016094247.1",6144236,6144236,1,"+"
"6290","NW_016094242.1",9933005,9933005,1,"+"
"6291","NW_016095112.1",22804,22804,1,"+"
"6292","NW_016094274.1",3079530,3079530,1,"-"
"6293","NW_016094397.1",54580,54580,1,"+"
"6294","NW_016094795.1",150020,150020,1,"+"
"6295","NW_016094252.1",1290336,1290336,1,"-"
"6296","NW_016094246.1",2735545,2735545,1,"-"
"6297","NW_016094261.1",4616324,4616324,1,"-"
"6298","NW_016094247.1",6444982,6444982,1,"-"
"6299","NC_003290.1",8333,8333,1,"+"
"6300","NW_016094278.1",606531,606531,1,"+"
"6301","NW_016094378.1",35742,35742,1,"+"
"6302","NW_016094762.1",153445,153445,1,"-"
"6303","NW_016094296.1",1599717,1599717,1,"+"
"6304","NW_016095950.1",8648,8648,1,"-"
"6305","NW_016095159.1",28129,28129,1,"-"
"6306","NW_016094248.1",6283679,6283679,1,"+"
"6307","NW_016094243.1",3542559,3542559,1,"-"
"6308","NW_016094303.1",2205714,2205714,1,"-"
"6309","NW_016094433.1",782498,782498,1,"-"
"6310","NW_016094316.1",769769,769769,1,"+"
"6311","NW_016094243.1",499236,499236,1,"-"
"6312","NW_016094269.1",3168147,3168147,1,"-"
"6313","NW_016094821.1",9537,9537,1,"+"
"6314","NW_016094317.1",1244765,1244765,1,"-"
"6315","NW_016094240.1",7912931,7912931,1,"-"
"6316","NW_016094244.1",3941445,3941445,1,"-"
"6317","NW_016094242.1",892000,892000,1,"+"
"6318","NW_016094282.1",239474,239474,1,"-"
"6319","NW_016094290.1",1772331,1772331,1,"+"
"6320","NW_016094380.1",801463,801463,1,"-"
"6321","NW_016094268.1",3321845,3321845,1,"-"
"6322","NW_016094398.1",553408,553408,1,"-"
"6323","NW_016094256.1",2490086,2490086,1,"+"
"6324","NW_016094557.1",214466,214466,1,"-"
"6325","NW_016094256.1",4949469,4949469,1,"+"
"6326","NW_016094250.1",2552982,2552982,1,"+"
"6327","NW_016094896.1",23976,23976,1,"-"
"6328","NW_016094252.1",4502857,4502857,1,"+"
"6329","NW_016095112.1",48941,48941,1,"-"
"6330","NW_016094292.1",1326995,1326995,1,"+"
"6331","NW_016094260.1",1699145,1699145,1,"+"
"6332","NW_016094466.1",465913,465913,1,"+"
"6333","NW_016095900.1",10331,10331,1,"-"
"6334","NW_016094261.1",2745845,2745845,1,"-"
"6335","NW_016094311.1",611449,611449,1,"-"
"6336","NW_016094310.1",1064365,1064365,1,"-"
"6337","NW_016094299.1",2644805,2644805,1,"-"
"6338","NW_016094603.1",1514,1514,1,"-"
"6339","NW_016094875.1",53298,53298,1,"+"
"6340","NW_016094542.1",423354,423354,1,"-"
"6341","NW_016094298.1",239957,239957,1,"+"
"6342","NW_016094321.1",686551,686551,1,"+"
"6343","NW_016094398.1",13631,13631,1,"-"
"6344","NW_016095258.1",14800,14800,1,"-"
"6345","NW_016094250.1",809790,809790,1,"-"
"6346","NW_016094675.1",91006,91006,1,"-"
"6347","NW_016095147.1",112,112,1,"-"
"6348","NW_016094896.1",102551,102551,1,"-"
"6349","NW_016095234.1",22736,22736,1,"-"
"6350","NW_016094244.1",6459916,6459916,1,"-"
"6351","NW_016094277.1",1005792,1005792,1,"-"
"6352","NW_016094276.1",224650,224650,1,"+"
"6353","NW_016094636.1",164883,164883,1,"-"
"6354","NW_016094693.1",186483,186483,1,"-"
"6355","NW_016094405.1",980406,980406,1,"-"
"6356","NW_016094361.1",209420,209420,1,"-"
"6357","NW_016094316.1",135813,135813,1,"+"
"6358","NW_016094496.1",19347,19347,1,"+"
"6359","NW_016094382.1",1024645,1024645,1,"-"
"6360","NW_016094361.1",72477,72477,1,"-"
"6361","NW_016094259.1",792683,792683,1,"-"
"6362","NW_016095812.1",7871,7871,1,"-"
"6363","NW_016094779.1",156212,156212,1,"-"
"6364","NW_016094348.1",1151661,1151661,1,"-"
"6365","NW_016094439.1",306160,306160,1,"+"
"6366","NW_016094381.1",1105733,1105733,1,"+"
"6367","NW_016094247.1",278780,278780,1,"+"
"6368","NW_016094529.1",422965,422965,1,"-"
"6369","NW_016094272.1",1693033,1693033,1,"+"
"6370","NW_016094283.1",2393752,2393752,1,"-"
"6371","NW_016094554.1",261953,261953,1,"-"
"6372","NW_016094272.1",3035652,3035652,1,"-"
"6373","NW_016094261.1",3366576,3366576,1,"-"
"6374","NW_016094314.1",568969,568969,1,"-"
"6375","NW_016094251.1",5045575,5045575,1,"-"
"6376","NW_016094241.1",10802734,10802734,1,"-"
"6377","NW_016094354.1",397072,397072,1,"+"
"6378","NW_016094242.1",4633435,4633435,1,"-"
"6379","NW_016094262.1",2146627,2146627,1,"+"
"6380","NW_016094513.1",463204,463204,1,"-"
"6381","NW_016094336.1",1585073,1585073,1,"+"
"6382","NW_016094377.1",553642,553642,1,"+"
"6383","NW_016094450.1",280144,280144,1,"+"
"6384","NW_016094332.1",852010,852010,1,"-"
"6385","NW_016094251.1",6438312,6438312,1,"-"
"6386","NW_016094310.1",2318028,2318028,1,"-"
"6387","NW_016094348.1",1414267,1414267,1,"-"
"6388","NW_016094390.1",515258,515258,1,"+"
"6389","NW_016094253.1",2078023,2078023,1,"-"
"6390","NW_016094424.1",199261,199261,1,"-"
"6391","NW_016094642.1",9981,9981,1,"-"
"6392","NW_016095651.1",1577,1577,1,"-"
"6393","NW_016095641.1",12929,12929,1,"+"
"6394","NW_016096429.1",3875,3875,1,"+"
"6395","NW_016094651.1",110223,110223,1,"-"
"6396","NW_016095016.1",17583,17583,1,"+"
"6397","NW_016094255.1",4642133,4642133,1,"-"
"6398","NW_016094321.1",1532008,1532008,1,"+"
"6399","NW_016096593.1",3390,3390,1,"-"
"6400","NW_016094831.1",81953,81953,1,"+"
"6401","NW_016094257.1",4728202,4728202,1,"+"
"6402","NW_016094262.1",3818145,3818145,1,"+"
"6403","NW_016094241.1",8923597,8923597,1,"-"
"6404","NW_016094411.1",750502,750502,1,"-"
"6405","NW_016094396.1",926451,926451,1,"+"
"6406","NW_016094336.1",73595,73595,1,"-"
"6407","NW_016094269.1",845227,845227,1,"-"
"6408","NW_016094247.1",2577117,2577117,1,"+"
"6409","NW_016094322.1",240390,240390,1,"-"
"6410","NW_016094246.1",6303702,6303702,1,"+"
"6411","NW_016094430.1",530820,530820,1,"+"
"6412","NW_016094314.1",1129968,1129968,1,"-"
"6413","NW_016094322.1",284450,284450,1,"+"
"6414","NW_016094335.1",1436507,1436507,1,"+"
"6415","NW_016094355.1",705990,705990,1,"-"
"6416","NW_016094331.1",52083,52083,1,"-"
"6417","NW_016094353.1",803513,803513,1,"-"
"6418","NW_016095143.1",40422,40422,1,"-"
"6419","NW_016094255.1",2618143,2618143,1,"-"
"6420","NW_016094366.1",1192066,1192066,1,"+"
"6421","NW_016094320.1",59648,59648,1,"-"
"6422","NW_016094313.1",1837381,1837381,1,"-"
"6423","NW_016094331.1",533036,533036,1,"-"
"6424","NW_016094470.1",369156,369156,1,"+"
"6425","NW_016094242.1",6222252,6222252,1,"+"
"6426","NW_016094247.1",2182745,2182745,1,"-"
"6427","NW_016094312.1",1339210,1339210,1,"+"
"6428","NW_016094439.1",28638,28638,1,"-"
"6429","NW_016095924.1",8168,8168,1,"-"
"6430","NW_016094569.1",179346,179346,1,"-"
"6431","NW_016094316.1",1093386,1093386,1,"+"
"6432","NW_016094518.1",12631,12631,1,"+"
"6433","NW_016094526.1",8054,8054,1,"+"
"6434","NW_016094566.1",134632,134632,1,"-"
"6435","NW_016094256.1",3575330,3575330,1,"+"
"6436","NW_016094256.1",121124,121124,1,"+"
"6437","NW_016094472.1",160071,160071,1,"-"
"6438","NW_016094356.1",751187,751187,1,"+"
"6439","NW_016094383.1",302423,302423,1,"-"
"6440","NW_016094407.1",440350,440350,1,"-"
"6441","NW_016095145.1",21475,21475,1,"-"
"6442","NW_016094603.1",131224,131224,1,"+"
"6443","NW_016094927.1",23911,23911,1,"-"
"6444","NW_016094799.1",102192,102192,1,"-"
"6445","NW_016095841.1",5224,5224,1,"+"
"6446","NW_016094679.1",163508,163508,1,"-"
"6447","NW_016094466.1",456825,456825,1,"+"
"6448","NW_016094305.1",462555,462555,1,"+"
"6449","NW_016094968.1",88754,88754,1,"-"
"6450","NW_016094323.1",582941,582941,1,"+"
"6451","NW_016094298.1",678956,678956,1,"+"
"6452","NW_016094305.1",2472312,2472312,1,"+"
"6453","NW_016094320.1",1921698,1921698,1,"+"
"6454","NW_016094270.1",4020122,4020122,1,"-"
"6455","NW_016094890.1",62503,62503,1,"+"
"6456","NW_016094250.1",827778,827778,1,"-"
"6457","NW_016094246.1",6986682,6986682,1,"-"
"6458","NW_016094244.1",602273,602273,1,"+"
"6459","NW_016094315.1",670270,670270,1,"-"
"6460","NW_016094274.1",3834200,3834200,1,"-"
"6461","NW_016096134.1",10203,10203,1,"+"
"6462","NW_016094282.1",1633267,1633267,1,"+"
"6463","NW_016094418.1",222972,222972,1,"+"
"6464","NW_016094273.1",2345764,2345764,1,"+"
"6465","NW_016094270.1",760452,760452,1,"-"
"6466","NW_016094344.1",502526,502526,1,"+"
"6467","NW_016094345.1",1007029,1007029,1,"+"
"6468","NW_016094323.1",143409,143409,1,"-"
"6469","NW_016094253.1",3026045,3026045,1,"-"
"6470","NW_016094276.1",196353,196353,1,"-"
"6471","NW_016094463.1",220006,220006,1,"+"
"6472","NW_016094261.1",238450,238450,1,"+"
"6473","NW_016094460.1",447154,447154,1,"+"
"6474","NW_016094261.1",3150220,3150220,1,"+"
"6475","NW_016094253.1",2703240,2703240,1,"+"
"6476","NW_016094286.1",707452,707452,1,"-"
"6477","NW_016094271.1",3638343,3638343,1,"-"
"6478","NW_016094332.1",1037200,1037200,1,"+"
"6479","NW_016094256.1",3798864,3798864,1,"+"
"6480","NW_016094249.1",5056655,5056655,1,"-"
"6481","NW_016094271.1",1972275,1972275,1,"-"
"6482","NW_016094279.1",539701,539701,1,"-"
"6483","NW_016094422.1",611674,611674,1,"-"
"6484","NW_016094324.1",707398,707398,1,"-"
"6485","NW_016094458.1",131324,131324,1,"+"
"6486","NW_016095070.1",35803,35803,1,"+"
"6487","NW_016094288.1",2117276,2117276,1,"-"
"6488","NW_016094289.1",1247591,1247591,1,"+"
"6489","NW_016094388.1",932908,932908,1,"-"
"6490","NW_016094264.1",4004745,4004745,1,"-"
"6491","NW_016094374.1",68277,68277,1,"+"
"6492","NW_016094355.1",726661,726661,1,"-"
"6493","NW_016094253.1",328041,328041,1,"+"
"6494","NW_016094254.1",1080893,1080893,1,"-"
"6495","NW_016094380.1",345592,345592,1,"-"
"6496","NW_016094260.1",1088205,1088205,1,"-"
"6497","NC_003290.1",6838,6838,1,"-"
"6498","NW_016094456.1",198088,198088,1,"-"
"6499","NW_016094367.1",661602,661602,1,"-"
"6500","NW_016094464.1",6475,6475,1,"-"
"6501","NW_016094285.1",1438786,1438786,1,"+"
"6502","NW_016094283.1",198698,198698,1,"-"
"6503","NW_016094858.1",99145,99145,1,"+"
"6504","NW_016094368.1",348910,348910,1,"-"
"6505","NW_016094544.1",158821,158821,1,"-"
"6506","NW_016094616.1",101402,101402,1,"-"
"6507","NW_016094272.1",155303,155303,1,"+"
"6508","NW_016095564.1",11782,11782,1,"+"
"6509","NW_016094274.1",1832350,1832350,1,"+"
"6510","NW_016094247.1",4571743,4571743,1,"+"
"6511","NW_016094587.1",81453,81453,1,"-"
"6512","NW_016094243.1",8727527,8727527,1,"-"
"6513","NW_016094245.1",1539589,1539589,1,"-"
"6514","NW_016094378.1",293363,293363,1,"-"
"6515","NW_016094340.1",1509521,1509521,1,"-"
"6516","NW_016094736.1",171453,171453,1,"+"
"6517","NW_016094347.1",1265383,1265383,1,"-"
"6518","NW_016094348.1",971341,971341,1,"+"
"6519","NW_016094281.1",753839,753839,1,"-"
"6520","NW_016094333.1",128446,128446,1,"-"
"6521","NW_016094278.1",3615965,3615965,1,"-"
"6522","NW_016094248.1",1081542,1081542,1,"-"
"6523","NW_016094240.1",8065147,8065147,1,"+"
"6524","NW_016094332.1",552620,552620,1,"-"
"6525","NW_016094244.1",7742959,7742959,1,"+"
"6526","NW_016096272.1",111,111,1,"-"
"6527","NW_016094279.1",65326,65326,1,"+"
"6528","NW_016094535.1",424466,424466,1,"+"
"6529","NW_016094345.1",554825,554825,1,"+"
"6530","NW_016094255.1",759315,759315,1,"-"
"6531","NW_016094534.1",204885,204885,1,"+"
"6532","NW_016094254.1",4822509,4822509,1,"+"
"6533","NW_016094346.1",265592,265592,1,"-"
"6534","NW_016094430.1",438204,438204,1,"+"
"6535","NW_016094300.1",786790,786790,1,"+"
"6536","NW_016094267.1",716317,716317,1,"-"
"6537","NW_016094671.1",231432,231432,1,"+"
"6538","NW_016094244.1",1623731,1623731,1,"+"
"6539","NW_016094305.1",1568470,1568470,1,"-"
"6540","NW_016094575.1",64413,64413,1,"-"
"6541","NW_016094323.1",217981,217981,1,"-"
"6542","NW_016094405.1",361124,361124,1,"+"
"6543","NW_016094994.1",4284,4284,1,"+"
"6544","NW_016094244.1",3625583,3625583,1,"-"
"6545","NW_016094276.1",478752,478752,1,"+"
"6546","NW_016094272.1",1850081,1850081,1,"-"
"6547","NW_016094264.1",117929,117929,1,"-"
"6548","NW_016094341.1",1231617,1231617,1,"+"
"6549","NW_016094240.1",7715191,7715191,1,"-"
"6550","NW_016094325.1",1353675,1353675,1,"+"
"6551","NW_016096377.1",9896,9896,1,"+"
"6552","NW_016096006.1",12171,12171,1,"-"
"6553","NW_016095271.1",24477,24477,1,"-"
"6554","NW_016094604.1",251278,251278,1,"+"
"6555","NW_016094267.1",2707953,2707953,1,"-"
"6556","NW_016094247.1",5482007,5482007,1,"+"
"6557","NW_016094289.1",699836,699836,1,"-"
