EntrezGeneID	Position	Hyb_RJ4_09_Koce.bam	Hyb_RJ4_17_Koce.bam	Hyb_RJ5_08_Koce.bam	Hyb_RJ5_11_Koce.bam	Hyb_RJ5_43_Koce.bam	Hyb_RJ5_47_Koce.bam	Hyb_RJ5Kher_26_Kher.bam	Kher_RJ4Kher_27_Kher.bam	Kher_RJ4Kher_28_Kher.bam	Kher_RJ4Kher_29_Kher.bam	Kher_RJ4Kher_30_Kher.bam	Kher_RJ4Kher_31_Kher.bam	Kher_RJ4Kher_37_Kher.bam	Kher_RJ4Kher_39_Kher.bam	Kher_RJ4Kher_40_Kher.bam	Kher_RJ4Kher_41_Kher.bam	Kher_RJ4Kher_42_Kher.bam	Kher_RJ4Kher_43_Kher.bam	Kher_RJ4Kher_44_Kher.bam	Kher_RJ5Kher_20_Kher.bam	Kher_RJ5Kher_21_Kher.bam	Kher_RJ5Kher_22_Kher.bam	Kher_RJ5Kher_24_Kher.bam	Kher_RJ5Kher_25_Kher.bam	Kher_RJ5Kher_29_Kher.bam	Kher_RJ5Kher_30_Kher.bam	Kher_RJ5Kher_31_Kher.bam	Kher_RJ5Kher_32_Kher.bam	Koce_RJ4_04_Koce.bam	Koce_RJ4_05_Koce.bam	Koce_RJ4_06_Koce.bam	Koce_RJ4_10_Koce.bam	Koce_RJ4_11_Koce.bam	Koce_RJ4_13_Koce.bam	Koce_RJ4_16_Koce.bam	Koce_RJ4_18_Koce.bam	Koce_RJ4_19_Koce.bam	Koce_RJ5_06_Koce.bam	Koce_RJ5_10_Koce.bam
NW_016094303.1	2180133	82	22	179	161	6	13	32	340	176	506	311	284	76	126	600	236	70	290	337	421	122	199	124	160	291	144	395	78	0	1	9	7	0	9	27	3	0	2	18
NW_016094303.1	2191860	11	25	57	43	4	5	2	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	65	109	81	95	17	76	143	125	81	41	70
NW_016094303.1	2254465	184	51	244	213	26	11	41	534	236	776	525	348	186	198	862	299	105	406	406	610	246	371	204	267	467	201	608	142	2	6	11	10	1	27	50	9	8	3	42
NW_016094303.1	2273652	87	80	121	66	5	6	2	3	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	100	353	129	215	49	297	226	179	126	140	143
NW_016094304.1	171283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094304.1	311737	135	124	227	188	14	12	24	100	21	113	51	60	22	27	79	51	25	62	56	73	31	47	24	37	63	18	85	13	172	406	242	419	74	431	453	266	287	256	279
NW_016094304.1	350619	4	1	22	14	1	1	1	32	23	45	29	12	4	7	54	23	9	20	24	20	4	19	10	8	28	8	24	1	0	1	0	0	0	1	9	1	0	0	0
NW_016094304.1	421637	0	0	1	0	0	0	0	0	1	0	0	0	0	2	2	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094304.1	443484	21	13	57	50	8	4	7	115	58	187	72	95	19	45	149	87	17	81	126	113	29	54	36	59	76	38	118	18	4	5	7	17	0	14	24	8	7	4	5
NW_016094304.1	523042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094304.1	568480	548	551	1104	712	29	35	13	37	0	23	0	0	0	44	3	0	0	5	9	0	0	0	0	0	0	0	1	0	813	1799	1119	2232	387	1984	2444	1132	1353	940	1203
NW_016094304.1	594818	72	20	87	77	5	5	11	206	92	255	144	124	115	41	424	119	47	155	197	153	82	127	104	111	177	58	264	28	0	0	4	2	0	11	18	2	1	0	5
NW_016094304.1	595099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094304.1	635135	630	172	1007	717	24	32	179	2010	990	2590	1590	1407	736	721	2955	1118	411	1497	1652	1841	961	1320	728	856	1414	449	1758	431	3	9	12	24	0	50	163	18	8	2	58
NW_016094304.1	1037620	98	85	149	131	8	4	13	116	37	109	88	61	26	24	149	61	11	63	67	67	30	69	35	39	90	24	124	14	141	202	159	291	56	210	525	137	235	199	136
NW_016094304.1	1090668	13	13	37	28	0	0	6	59	38	121	43	64	17	42	106	59	17	48	31	78	35	29	17	36	46	12	43	10	0	3	1	4	0	1	3	0	0	1	4
NW_016094304.1	1123151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094304.1	1201635	23	25	29	32	2	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	40	88	61	91	15	88	116	48	55	35	54
NW_016094304.1	1426886	404	465	1494	1060	92	93	113	992	469	1658	556	720	358	555	1267	679	250	1106	1077	1122	638	571	551	653	1145	544	1280	299	533	1369	843	1372	307	1360	1948	1383	1089	600	1021
NW_016094304.1	1780348	394	108	546	319	20	14	77	1133	516	1378	722	779	380	342	1479	639	238	844	849	925	486	742	365	395	630	232	962	182	3	2	3	11	1	25	99	5	1	2	30
NW_016094304.1	1806468	5	6	5	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	24	9	8	3	13	22	15	11	22	11
NW_016094304.1	2116059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094304.1	2169215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094304.1	2303013	75	98	208	320	11	14	0	12	0	3	0	13	0	29	0	0	0	6	7	0	0	0	0	0	3	4	0	0	318	552	410	641	122	723	697	257	531	285	259
NW_016094304.1	2303143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094305.1	124944	97	11	220	247	25	6	59	409	164	697	381	319	115	224	665	208	138	390	450	361	231	239	246	347	484	185	464	132	0	0	7	0	0	4	49	0	0	6	40
NW_016094305.1	242139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094305.1	262042	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094305.1	462556	20	44	115	106	6	9	3	216	127	340	178	163	64	75	401	185	36	127	209	239	80	88	102	87	194	61	239	45	0	0	0	0	0	1	15	13	0	5	0
NW_016094305.1	506530	84	10	125	90	9	6	22	136	90	286	171	149	61	64	348	113	45	130	154	173	88	119	55	95	181	65	206	52	0	0	0	1	0	4	18	0	1	1	0
NW_016094305.1	576455	1228	1205	2069	1541	61	61	109	294	156	386	286	235	110	157	342	264	58	232	207	248	113	274	105	82	281	192	389	114	1833	4048	2580	4243	639	4887	4786	2137	3326	1608	2445
NW_016094305.1	614149	31	52	58	37	2	2	2	9	0	4	0	0	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	64	181	81	113	19	80	124	70	101	82	73
NW_016094305.1	683538	6	8	30	32	2	1	4	43	33	97	53	57	13	26	45	41	12	37	38	80	30	25	17	32	45	15	63	9	1	0	0	2	0	1	3	0	0	0	0
NW_016094305.1	704046	0	0	0	0	0	0	0	0	0	0	7	2	0	8	2	0	0	0	0	12	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094305.1	733397	209	267	452	319	21	23	15	99	37	179	95	87	21	34	167	68	18	87	74	122	41	46	47	48	107	32	133	38	320	903	506	899	166	772	1055	684	626	449	569
NW_016094305.1	810665	1809	469	2583	2120	228	165	398	5007	2386	7989	3964	3692	1644	1916	8000	2781	1042	3915	4886	5288	2321	3578	2155	2822	4612	2022	5170	1393	48	113	108	297	2	233	491	49	115	37	248
NW_016094305.1	876181	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
NW_016094305.1	893156	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094305.1	911471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094305.1	1073024	16	7	18	32	0	6	8	56	38	79	53	63	25	19	132	33	20	59	54	43	25	26	21	37	60	15	55	11	0	1	20	0	0	3	10	0	0	2	6
NW_016094305.1	1328770	77	74	85	67	5	8	18	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	181	129	284	55	315	352	184	167	146	137
NW_016094305.1	1568471	17	14	41	29	3	2	11	58	22	62	60	18	19	21	48	27	5	40	25	54	25	36	33	28	39	12	60	19	0	0	0	0	0	0	5	0	0	0	1
NW_016094305.1	1670957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094305.1	1802741	119	164	244	195	10	12	8	16	0	0	0	0	0	6	0	0	0	5	3	0	0	0	0	0	0	0	0	0	267	585	354	615	112	602	713	378	404	188	310
NW_016094305.1	2175255	293	185	286	229	7	10	4	16	0	1	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	317	627	406	725	138	775	738	355	456	238	330
NW_016094305.1	2232206	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094305.1	2232884	97	33	278	220	3	2	45	266	209	574	407	398	121	156	512	179	122	313	216	718	318	377	144	202	317	251	662	91	2	0	0	5	0	5	25	3	0	0	13
NW_016094305.1	2266993	97	19	132	100	8	16	8	350	211	379	323	208	126	82	601	210	57	336	339	187	133	135	143	82	175	65	256	66	5	3	0	15	1	0	13	0	0	0	10
NW_016094305.1	2321039	44	6	15	38	6	0	4	95	39	191	98	86	26	41	167	95	0	76	64	73	33	118	42	57	85	43	111	36	11	1	4	0	0	2	12	0	0	0	6
NW_016094305.1	2394920	42	42	74	42	2	5	3	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	62	145	96	180	23	154	179	132	113	62	104
NW_016094305.1	2410945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094305.1	2472313	158	28	223	147	5	5	26	451	148	687	248	301	158	152	496	234	112	348	305	290	144	215	157	190	308	72	335	76	0	6	3	8	0	11	42	2	1	1	14
NW_016094305.1	2472795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NW_016094306.1	11425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094306.1	43588	48	14	56	35	4	1	13	131	37	193	88	97	37	60	167	91	27	126	77	100	40	62	42	68	101	29	110	22	0	1	1	3	0	3	6	1	0	0	2
NW_016094306.1	370633	3	0	4	0	0	0	0	0	1	2	0	1	0	1	1	1	0	1	0	0	1	0	0	0	4	0	1	0	0	2	3	1	0	1	0	0	1	1	0
NW_016094306.1	590646	74	36	246	206	17	14	27	385	202	585	294	294	89	151	574	259	64	297	325	338	161	229	142	166	401	114	347	131	13	24	20	32	8	31	50	21	11	7	29
NW_016094306.1	622221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094306.1	819553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094306.1	843749	44	28	141	70	6	2	21	150	101	235	141	160	78	71	158	86	63	148	123	188	78	97	62	121	144	44	156	67	0	2	2	0	0	1	14	1	1	0	6
NW_016094306.1	844134	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094306.1	849600	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094306.1	855941	57	61	75	70	5	3	8	4	0	2	1	0	0	1	0	1	0	3	3	0	3	0	0	0	0	0	3	0	110	235	148	243	48	197	242	100	142	122	110
NW_016094306.1	867279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094306.1	870765	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094306.1	891933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
NW_016094306.1	991261	133	185	407	364	11	7	7	11	0	16	0	0	0	16	0	1	0	0	9	1	0	0	0	0	1	0	0	1	425	507	531	691	163	774	907	423	679	330	392
NW_016094306.1	991630	0	1	1	1	0	0	1	3	1	3	0	3	1	0	3	2	1	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094306.1	1006720	15	3	19	30	5	0	7	65	30	50	39	31	13	18	46	52	5	57	27	31	23	46	19	22	105	50	51	19	1	0	3	0	0	3	11	1	0	0	3
NW_016094306.1	1292112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094306.1	1471490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NW_016094306.1	1714392	336	75	12	24	2	1	1	814	290	908	629	540	314	271	1115	446	129	580	647	19	19	20	15	11	16	6	28	10	10	18	15	46	3	40	84	12	20	4	14
NW_016094306.1	1761155	68	59	68	52	1	1	2	11	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	70	154	128	234	35	168	216	72	179	74	82
NW_016094306.1	1800336	13	5	32	23	1	3	11	62	49	96	62	44	15	22	83	58	11	44	45	61	24	21	18	30	51	10	60	15	5	24	2	2	0	7	8	3	1	1	3
NW_016094306.1	1821283	289	21	320	360	22	8	21	876	309	978	406	435	219	286	1135	297	136	515	679	496	262	393	137	321	508	239	544	140	0	8	3	12	0	16	41	11	0	3	41
NW_016094306.1	1861406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094306.1	2388045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094307.1	97	0	0	4	4	0	0	0	3	1	7	6	6	3	1	2	2	0	2	0	7	2	4	5	4	5	1	4	1	0	0	0	0	0	0	0	0	0	0	2
NW_016094307.1	161952	74	35	163	95	5	7	21	316	142	334	199	235	95	121	338	208	56	230	223	224	108	156	90	136	237	69	267	55	0	0	1	8	0	8	15	2	0	0	16
NW_016094307.1	162602	0	0	1	0	0	0	0	0	0	3	0	1	0	1	1	1	0	0	0	4	0	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094307.1	165552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094307.1	180216	40	7	35	26	5	3	7	114	41	106	88	58	47	46	104	48	36	90	35	86	28	66	32	54	81	15	99	19	0	0	0	2	0	17	3	3	3	2	4
NW_016094307.1	180815	19	2	27	20	3	2	4	57	16	101	30	23	25	19	78	26	12	31	40	28	21	28	14	33	27	4	31	4	0	0	2	2	0	0	6	2	0	0	0
NW_016094307.1	223809	66	19	105	70	1	0	18	125	87	216	166	126	55	31	334	142	26	156	83	151	80	102	73	86	165	53	143	38	0	0	0	16	0	0	22	0	0	0	0
NW_016094307.1	299850	1646	379	1915	1674	123	101	310	4138	1648	6238	2481	2630	1652	1211	6208	2052	606	3497	3751	3354	1673	2031	1460	2236	3416	1116	3684	869	1	26	19	56	0	106	359	24	0	12	112
NW_016094307.1	299851	1534	363	1839	1584	118	96	292	3837	1566	5933	2339	2507	1557	1110	5853	1939	564	3296	3547	3189	1574	1882	1375	2138	3257	1067	3478	823	0	23	18	55	0	100	341	22	0	12	102
NW_016094307.1	556959	72	6	69	41	5	4	14	135	51	214	136	111	66	62	264	93	20	111	152	120	65	86	63	64	111	27	181	22	0	1	0	2	0	3	9	1	0	0	9
NW_016094307.1	1143407	43	16	76	57	5	4	17	135	62	230	136	143	41	66	155	115	42	138	119	186	68	91	52	64	123	44	143	39	4	0	2	1	0	4	16	1	1	1	5
NW_016094307.1	1144879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094307.1	1258287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NW_016094307.1	1276325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094307.1	1610492	44	20	143	46	12	11	26	300	76	391	120	259	108	120	425	186	49	210	220	302	103	194	96	144	251	88	322	67	0	2	2	3	0	12	13	4	1	0	6
NW_016094307.1	1613401	271	102	286	261	10	19	13	24	0	4	3	0	0	9	1	0	0	3	2	0	0	0	0	0	0	0	0	0	257	724	430	618	122	593	840	562	626	319	461
NW_016094307.1	1618571	52	20	146	52	10	3	24	304	47	414	139	225	118	99	404	155	32	235	240	287	90	202	108	139	244	89	312	59	0	1	2	2	0	3	15	2	1	0	4
NW_016094307.1	1621480	263	109	249	254	14	19	9	10	0	12	4	0	0	4	0	0	0	4	0	0	0	1	0	0	0	0	0	0	264	776	432	546	144	616	849	539	632	278	437
NW_016094307.1	1654679	458	126	527	539	30	41	133	1049	450	1832	558	716	389	424	1527	478	228	1004	1048	1040	483	552	436	572	1071	261	1244	313	0	22	4	8	1	25	87	13	11	5	28
NW_016094307.1	1721688	179	317	247	303	16	4	0	21	0	5	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	454	2585	461	751	187	1018	868	791	548	302	555
NW_016094307.1	1773111	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094307.1	1852556	57	41	50	36	5	4	4	4	0	0	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	4	0	58	107	73	129	29	158	161	112	94	53	119
NW_016094307.1	2005471	232	85	420	368	16	15	55	837	370	1305	647	639	319	270	1458	489	181	549	682	721	324	536	321	361	558	248	836	204	0	0	11	7	0	16	81	1	11	7	13
NW_016094307.1	2005472	211	79	392	335	15	14	51	739	349	1207	586	571	294	233	1325	450	162	484	626	650	297	489	287	321	487	234	767	186	0	0	11	6	0	16	73	0	11	7	13
NW_016094307.1	2132389	0	1	0	1	0	0	2	2	0	0	4	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0
NW_016094308.1	7695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094308.1	183703	0	0	0	0	14	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094308.1	439386	52	13	23	38	0	0	9	142	43	169	57	54	52	30	141	75	4	103	192	48	64	72	59	89	68	60	121	40	0	0	6	10	0	0	20	0	4	0	7
NW_016094308.1	767020	54	11	54	45	3	1	10	135	55	138	77	86	51	48	182	57	17	84	106	86	64	98	49	34	89	20	111	26	0	0	1	0	0	3	6	0	0	0	4
NW_016094308.1	846295	35	84	52	44	3	5	4	8	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	65	185	111	317	50	164	443	150	196	77	116
NW_016094308.1	1369866	167	40	173	161	15	6	25	456	148	602	169	358	115	156	597	208	104	337	362	287	217	166	166	194	336	85	443	75	0	2	2	7	0	2	51	1	0	0	11
NW_016094308.1	1375055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094308.1	1612657	229	97	261	224	10	17	9	18	0	3	0	0	0	1	3	1	0	5	7	0	0	0	0	0	0	0	0	0	266	680	387	491	158	549	718	448	552	258	368
NW_016094308.1	1735865	16	15	15	13	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	27	63	35	48	15	25	69	28	38	20	26
NW_016094308.1	1782263	41	9	74	53	4	1	6	104	37	200	112	92	37	51	139	103	35	104	58	148	40	74	34	111	98	36	136	27	0	0	1	2	0	4	7	2	0	0	6
NW_016094308.1	2013393	19	2	43	21	0	5	1	64	42	139	59	53	28	16	141	27	12	36	54	43	21	20	16	23	54	20	80	17	0	0	0	0	0	9	1	1	0	0	4
NW_016094308.1	2051481	0	0	1	0	0	0	1	2	1	0	0	0	0	0	3	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094308.1	2125594	243	68	344	224	13	6	51	752	262	1103	570	558	260	300	921	418	155	576	495	691	254	437	287	347	573	189	779	150	0	2	3	5	0	14	56	4	4	3	29
NW_016094308.1	2126218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0
NW_016094308.1	2126418	81	39	169	140	7	8	37	305	122	400	211	199	90	99	321	146	54	210	155	277	81	211	118	119	227	84	279	57	10	41	89	38	9	51	77	22	20	23	13
NW_016094308.1	2168414	15	11	23	13	2	0	1	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	68	38	47	7	73	65	54	59	30	12
NW_016094308.1	2257135	18	17	62	26	3	4	0	14	6	10	2	16	1	2	6	0	4	6	0	1	3	2	1	2	7	4	5	3	45	199	49	81	15	66	62	101	48	55	112
NW_016094308.1	2307210	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094308.1	2326979	63	21	58	37	1	2	8	125	50	194	101	85	63	64	158	72	42	114	55	106	47	72	52	49	91	18	160	17	1	1	3	2	0	7	12	0	0	0	5
NW_016094309.1	49497	156	110	439	296	28	27	45	478	286	711	531	410	150	203	783	365	101	372	452	580	263	309	225	299	510	268	551	134	75	184	122	192	43	255	346	129	177	63	169
NW_016094309.1	50102	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094309.1	153825	179	139	394	328	49	22	53	636	282	1205	461	607	125	226	843	311	192	334	614	828	434	398	274	478	503	244	697	154	58	213	122	195	33	151	206	180	105	81	127
NW_016094309.1	233902	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	2	1	2	1	0	0	2
NW_016094309.1	378661	59	81	170	87	0	13	14	11	0	4	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	8	0	156	246	166	335	46	254	304	204	177	210	203
NW_016094309.1	391344	443	358	463	373	45	15	9	23	0	0	0	0	0	8	0	0	0	12	1	0	0	0	0	0	0	0	0	0	602	939	624	1476	210	1447	2049	881	1127	396	864
NW_016094309.1	767823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NW_016094309.1	1151742	14	4	12	13	2	0	3	73	13	56	36	36	19	6	69	24	5	38	42	31	22	18	18	13	33	10	37	9	0	0	1	2	0	0	4	0	7	0	0
NW_016094309.1	1471163	570	259	2029	1467	72	100	229	2438	1629	4894	2133	2443	641	1389	4091	1921	700	2436	2972	3477	1453	1687	1172	1612	3127	1030	3155	916	8	47	20	27	0	88	193	36	19	15	139
NW_016094309.1	1490188	33	11	41	46	3	1	7	85	41	95	74	53	25	35	142	46	18	45	57	68	45	47	44	41	75	21	105	18	1	0	1	1	0	3	1	0	0	0	4
NW_016094309.1	1499983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0
NW_016094309.1	1562566	618	170	900	762	31	10	101	1629	718	2663	917	1317	643	666	2342	907	282	1581	1362	1430	780	855	731	845	1316	399	1682	353	6	7	10	45	0	43	188	8	0	5	67
NW_016094309.1	1683205	43	49	107	93	2	2	3	5	0	3	0	0	0	7	2	0	0	1	1	0	0	0	0	0	0	0	0	0	143	147	96	285	34	288	300	105	182	143	151
NW_016094309.1	1783723	16	6	42	35	2	2	3	45	20	94	42	65	32	27	117	33	13	39	57	45	24	36	32	21	64	15	71	11	0	0	0	1	0	4	12	0	0	0	3
NW_016094309.1	1971927	212	65	313	250	29	9	49	662	249	786	551	514	260	230	1006	409	91	544	602	622	363	407	287	269	566	204	745	124	3	17	5	15	3	14	56	12	6	4	26
NW_016094309.1	1980166	37	49	41	22	9	0	0	8	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	147	156	133	141	32	185	312	166	116	61	72
NW_016094309.1	1985526	41	27	35	35	6	2	5	16	7	38	22	16	6	3	42	32	1	7	48	13	4	9	8	6	9	5	16	5	49	121	67	95	24	165	162	66	102	53	80
NW_016094309.1	2135407	97	22	131	135	12	5	23	262	94	338	222	170	91	89	487	155	60	178	188	254	126	164	118	94	231	116	241	70	0	0	5	4	0	9	15	3	0	0	10
NW_016094309.1	2143535	79	36	90	89	9	5	26	171	96	337	253	163	62	119	336	83	51	222	155	295	97	147	77	119	198	81	254	40	4	5	0	0	0	0	11	0	0	0	10
NW_016094309.1	2160568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094310.1	78803	83	38	126	95	4	6	24	263	93	373	220	167	85	98	304	140	45	161	181	194	63	120	57	99	178	63	198	42	6	35	13	34	6	35	48	23	17	11	21
NW_016094310.1	122513	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0
